sample_idx,t_s,t_rel_peak_s,ecg_mv
60322,603.22,3.22,0.1356
60323,603.23,3.23,0.0538
60324,603.24,3.24,0.0377
60325,603.25,3.25,0.0091
60326,603.26,3.26,-0.0486
60327,603.27,3.27,0.0499
60328,603.28,3.28,0.07
60329,603.29,3.29,-0.104
60330,603.3,3.3,0.1917
60331,603.31,3.31,0.1492
60332,603.32,3.32,-0.009
60333,603.33,3.33,0.0748
60334,603.34,3.34,0.1129
60335,603.35,3.35,0.1796
60336,603.36,3.36,0.2061
60337,603.37,3.37,0.147
60338,603.38,3.38,0.0056
60339,603.39,3.39,0.3409
60340,603.4,3.4,1.3691
60341,603.41,3.41,1.7914
60342,603.42,3.42,0.0455
60343,603.43,3.43,-1.0094
60344,603.44,3.44,-0.691
60345,603.45,3.45,-0.4257
60346,603.46,3.46,-0.2457
60347,603.47,3.47,-0.1552
60348,603.48,3.48,-0.2792
60349,603.49,3.49,-0.3366
60350,603.5,3.5,-0.1822
60351,603.51,3.51,-0.187
60352,603.52,3.52,-0.2254
60353,603.53,3.53,-0.1384
60354,603.54,3.54,-0.2713
60355,603.55,3.55,-0.4708
60356,603.56,3.56,-0.2299
60357,603.57,3.57,-0.1335
60358,603.58,3.58,-0.1682
60359,603.59,3.59,0.0096
60360,603.6,3.6,-0.0453
60361,603.61,3.61,0.0777
60362,603.62,3.62,0.2102
60363,603.63,3.63,0.1619
60364,603.64,3.64,0.1169
60365,603.65,3.65,0.1166
60366,603.66,3.66,0.0818
60367,603.67,3.67,0.001
60368,603.68,3.68,0.2588
60369,603.69,3.69,0.1357
60370,603.7,3.7,0.1317
60371,603.71,3.71,0.1848
60372,603.72,3.72,0.4478
60373,603.73,3.73,0.4025
60374,603.74,3.74,0.1771
60375,603.75,3.75,-0.013
60376,603.76,3.76,-0.0619
60377,603.77,3.77,0.0467
60378,603.78,3.78,-0.027
60379,603.79,3.79,-0.0761
60380,603.8,3.8,0.0612
60381,603.81,3.81,0.1088
60382,603.82,3.82,0.8831
60383,603.83,3.83,1.9017
60384,603.84,3.84,1.159
60385,603.85,3.85,-0.5636
60386,603.86,3.86,-0.8035
60387,603.87,3.87,-0.5108
60388,603.88,3.88,-0.2791
60389,603.89,3.89,-0.2868
60390,603.9,3.9,-0.3223
60391,603.91,3.91,-0.2733
60392,603.92,3.92,-0.2334
60393,603.93,3.93,-0.1926
60394,603.94,3.94,-0.1403
60395,603.95,3.95,-0.1187
60396,603.96,3.96,-0.0807
60397,603.97,3.97,-0.0023
60398,603.98,3.98,-0.2496
60399,603.99,3.99,-0.1753
60400,604,4,0.036
60401,604.01,4.01,0.0579
60402,604.02,4.02,0.0134
60403,604.03,4.03,0.0281
60404,604.04,4.04,0.0673
60405,604.05,4.05,0.1305
60406,604.06,4.06,0.1645
60407,604.07,4.07,0.1259
60408,604.08,4.08,0.046
60409,604.09,4.09,-0.0477
60410,604.1,4.1,0.0185
60411,604.11,4.11,0.013
60412,604.12,4.12,0.0108
60413,604.13,4.13,0.0922
60414,604.14,4.14,0.2588
60415,604.15,4.15,0.3693
60416,604.16,4.16,0.2976
60417,604.17,4.17,0.0627
60418,604.18,4.18,0.0194
60419,604.19,4.19,0.0235
60420,604.2,4.2,0.0229
60421,604.21,4.21,-0.1462
60422,604.22,4.22,-0.1893
60423,604.23,4.23,-0.2322
60424,604.24,4.24,0.0077
60425,604.25,4.25,0.9466
60426,604.26,4.26,1.6835
60427,604.27,4.27,0.4509
60428,604.28,4.28,-0.8951
60429,604.29,4.29,-0.9807
60430,604.3,4.3,-0.9051
60431,604.31,4.31,-0.4056
60432,604.32,4.32,-0.213
60433,604.33,4.33,-0.1409
60434,604.34,4.34,-0.0319
60435,604.35,4.35,-0.1299
60436,604.36,4.36,-0.1362
60437,604.37,4.37,-0.1276
60438,604.38,4.38,-0.1197
60439,604.39,4.39,-0.1195
60440,604.4,4.4,-0.2289
60441,604.41,4.41,-0.3186
60442,604.42,4.42,-0.0964
60443,604.43,4.43,0.0866
60444,604.44,4.44,0.0439
60445,604.45,4.45,0.138
60446,604.46,4.46,0.1037
60447,604.47,4.47,0.2188
60448,604.48,4.48,0.1805
60449,604.49,4.49,0.1353
60450,604.5,4.5,0.1512
60451,604.51,4.51,0.1353
60452,604.52,4.52,0.1537
60453,604.53,4.53,0.1265
60454,604.54,4.54,0.1546
60455,604.55,4.55,0.2956
60456,604.56,4.56,0.2508
60457,604.57,4.57,0.181
60458,604.58,4.58,0.1241
60459,604.59,4.59,0.2195
60460,604.6,4.6,0.1584
60461,604.61,4.61,0.1024
60462,604.62,4.62,0.0734
60463,604.63,4.63,0.0162
60464,604.64,4.64,-0.0425
60465,604.65,4.65,-0.0779
60466,604.66,4.66,-0.2738
60467,604.67,4.67,0.137
60468,604.68,4.68,1.2911
60469,604.69,4.69,1.589
60470,604.7,4.7,0.0069
60471,604.71,4.71,-0.9645
60472,604.72,4.72,-0.6814
60473,604.73,4.73,-0.3379
60474,604.74,4.74,-0.1102
60475,604.75,4.75,-0.1255
60476,604.76,4.76,-0.1469
60477,604.77,4.77,-0.1258
60478,604.78,4.78,-0.1489
60479,604.79,4.79,-0.1665
60480,604.8,4.8,-0.1636
60481,604.81,4.81,-0.1759
60482,604.82,4.82,-0.2039
60483,604.83,4.83,-0.1838
60484,604.84,4.84,-0.2951
60485,604.85,4.85,-0.2372
60486,604.86,4.86,-0.164
60487,604.87,4.87,-0.0902
60488,604.88,4.88,0.0859
60489,604.89,4.89,0.1769
60490,604.9,4.9,0.2495
60491,604.91,4.91,0.3089
60492,604.92,4.92,0.2166
60493,604.93,4.93,0.3251
60494,604.94,4.94,0.3101
60495,604.95,4.95,0.1372
60496,604.96,4.96,0.2276
60497,604.97,4.97,0.3541
60498,604.98,4.98,0.1737
60499,604.99,4.99,-0.0062
